_id,Date,Rain,Temp Max,Temp Min
596,18-08-1952,,28.45000076,23.31999969
597,19-08-1952,,28.27000046,23.51000023
598,20-08-1952,,28.39999962,23.26000023
599,21-08-1952,,28,23.12999916
600,22-08-1952,,27.60000038,23.44000053
601,23-08-1952,,28.07999992,23.19000053
602,24-08-1952,,29.79000092,23.06999969
603,25-08-1952,,28.88999939,23.10000038
604,26-08-1952,,29.32999992,23.29000092
605,27-08-1952,,29.42000008,23.02000046
606,28-08-1952,,29.32999992,22.62000084
607,29-08-1952,,29.34000015,22.54999924
608,30-08-1952,,29.70999908,22.78000069
609,31-08-1952,,29.67000008,22.84000015
610,01-09-1952,,29.12000084,22.81999969
611,02-09-1952,,29,22.84000015
612,03-09-1952,,29.11000061,22.87999916
613,04-09-1952,,29.26000023,22.84000015
614,05-09-1952,,29.28000069,22.88999939
615,06-09-1952,,29.42000008,22.79999924
616,07-09-1952,,29.27000046,22.64999962
617,08-09-1952,,29.40999985,22.70000076
618,09-09-1952,,29.56999969,22.75
619,10-09-1952,,29.62999916,22.67000008
620,11-09-1952,,29.61000061,22.59000015
621,12-09-1952,,29.87999916,22.61000061
622,13-09-1952,,29.87000084,22.5
623,14-09-1952,,30.31999969,22.62999916
624,15-09-1952,,30.37999916,22.56999969
625,16-09-1952,,30.37999916,22.45999908
626,17-09-1952,,30.37999916,22.54999924
627,18-09-1952,,30.55999947,22.67000008
628,19-09-1952,,30.55999947,22.73999977
629,20-09-1952,,30.80999947,22.57999992
630,21-09-1952,,30.89999962,22.87999916
631,22-09-1952,,30.94000053,22.87999916
632,23-09-1952,,30.64999962,22.69000053
633,24-09-1952,,30.75,22.70000076
634,25-09-1952,,30.85000038,22.70999908
